time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter,.fixed_quality
2023/02/20/17:58:16.323434,0,82696,0,GNSS,42.33826605,71.08661756833334,33.147,0.61,671894.0560231933,4689443.22657425,225816.0,42,T,4
2023/02/20/17:58:17.201274,0,82697,0,GNSS,42.33826603333333,71.08661754666667,33.148,0.61,671894.0542836478,4689443.224679741,225817.0,42,T,4
2023/02/20/17:58:18.186650,0,82698,0,GNSS,42.338266045,71.08661751166666,33.149,0.61,671894.051368463,4689443.225904481,225818.0,42,T,4
2023/02/20/17:58:19.176953,0,82699,0,GNSS,42.33826605833333,71.086617555,33.146,0.61,671894.0549020511,4689443.227472648,225819.0,42,T,4
2023/02/20/17:58:20.195330,0,82700,0,GNSS,42.33826605,71.08661752166667,33.145,0.61,671894.0521786655,4689443.226479908,225820.0,42,T,4
2023/02/20/17:58:21.217670,0,82701,0,GNSS,42.338266053333335,71.08661756666666,33.148,0.61,671894.055876804,4689443.22694102,225821.0,42,T,4
2023/02/20/17:58:22.182588,0,82702,0,GNSS,42.33826605,71.086617555,33.148,0.61,671894.0549247582,4689443.226547294,225822.0,42,T,4
2023/02/20/17:58:23.253481,0,82703,0,GNSS,42.33826605,71.08661755,33.148,0.61,671894.0545128417,4689443.226537187,225823.0,42,T,4
2023/02/20/17:58:24.179423,0,82704,0,GNSS,42.338266043333334,71.08661754833334,33.147,0.61,671894.0543937034,4689443.225793534,225824.0,42,T,4
2023/02/20/17:58:25.192011,0,82705,0,GNSS,42.33826601333333,71.08661752833333,33.148,0.61,671894.0528277955,4689443.222421831,225825.0,42,T,4
2023/02/20/17:58:26.157772,0,82706,0,GNSS,42.33826599166667,71.08661750666667,33.154,0.61,671894.0511018764,4689443.219972113,225826.0,42,T,4
2023/02/20/17:58:27.171764,0,82707,0,GNSS,42.338266041666664,71.08661754,33.153,0.61,671894.0537117242,4689443.225591618,225827.0,42,T,4
2023/02/20/17:58:28.193798,0,82708,0,GNSS,42.33826605666667,71.086617535,33.151,0.61,671894.0532589369,4689443.227247146,225828.0,42,T,4
2023/02/20/17:58:29.183576,0,82709,0,GNSS,42.33826607666666,71.08661754,33.148,0.61,671894.0536163541,4689443.2294781,225829.0,42,T,4
2023/02/20/17:58:30.183376,0,82710,0,GNSS,42.33826606,71.08661754333333,33.146,0.61,671894.0539363767,4689443.227634133,225830.0,42,T,4
2023/02/20/17:58:31.201367,0,82711,0,GNSS,42.33826606833333,71.08661754333333,33.148,0.61,671894.0539136695,4689443.228559486,225831.0,42,T,4
2023/02/20/17:58:32.178971,0,82712,0,GNSS,42.338266051666665,71.08661754333333,33.147,0.61,671894.0539590837,4689443.22670878,225832.0,42,T,4
2023/02/20/17:58:33.206540,0,82713,0,GNSS,42.338266061666666,71.08661756,33.145,0.61,671894.0553048805,4689443.227852896,225833.0,42,T,4
2023/02/20/17:58:34.165683,0,82714,0,GNSS,42.338266065,71.08661754,33.146,0.61,671894.0536481441,4689443.228182606,225834.0,42,T,4
2023/02/20/17:58:35.196668,0,82715,0,GNSS,42.33826606833333,71.08661756,33.148,0.61,671894.0552867148,4689443.228593179,225835.0,42,T,4
2023/02/20/17:58:36.185266,0,82716,0,GNSS,42.33826605833333,71.08661756333333,33.148,0.61,671894.0555885716,4689443.227489495,225836.0,42,T,4
2023/02/20/17:58:37.300094,0,82717,0,GNSS,42.338266071666666,71.086617545,33.143,0.61,671894.0540418908,4689443.228932997,225837.0,42,T,4
2023/02/20/17:58:38.167198,0,82718,0,GNSS,42.338266065,71.08661755,33.145,0.61,671894.0544719688,4689443.228202822,225838.0,42,T,4
2023/02/20/17:58:39.167425,0,82719,0,GNSS,42.33826606666667,71.08661754166667,33.145,0.61,671894.0537809068,4689443.2283710465,225839.0,42,T,4
2023/02/20/17:58:40.180383,0,82720,0,GNSS,42.338266071666666,71.08661752666667,33.147,0.61,671894.0525315413,4689443.228895934,225840.0,42,T,4
2023/02/20/17:58:41.181582,0,82721,0,GNSS,42.33826604833333,71.08661753166666,33.15,0.61,671894.0530070337,4689443.226315054,225841.0,42,T,4
2023/02/20/17:58:42.192594,0,82722,0,GNSS,42.338266065,71.08661753333334,33.151,0.61,671894.0530989235,4689443.228169129,225842.0,42,T,4
2023/02/20/17:58:43.208397,0,82723,0,GNSS,42.33826605833333,71.08661753166666,33.147,0.61,671894.0529797851,4689443.2274254775,225843.0,42,T,4
2023/02/20/17:58:44.210340,0,82724,0,GNSS,42.338266071666666,71.08661753,33.149,0.61,671894.0528061496,4689443.228902673,225844.0,42,T,4
2023/02/20/17:58:45.204459,0,82725,0,GNSS,42.33826605666667,71.08661752666667,33.152,0.61,671894.0525724142,4689443.227230299,225845.0,42,T,4
2023/02/20/17:58:46.151827,0,82726,0,GNSS,42.33826605666667,71.086617535,33.154,0.61,671894.0532589369,4689443.227247146,225846.0,42,T,4
2023/02/20/17:58:47.172122,0,82727,0,GNSS,42.33826604666667,71.08661753666667,33.147,0.87,671894.0534234896,4689443.226140091,225847.0,42,T,4
2023/02/20/17:58:48.225263,0,82728,0,GNSS,42.338266045,71.08661752833333,33.147,0.87,671894.0527415083,4689443.225938173,225848.0,42,T,4
2023/02/20/17:58:49.199636,0,82729,0,GNSS,42.338266045,71.08661753333334,33.138,0.72,671894.0531534207,4689443.225948282,225849.0,42,T,4
2023/02/20/17:58:50.173492,0,82730,0,GNSS,42.338266015,71.08661751666666,33.134,0.72,671894.0518621211,4689443.222583318,225850.0,42,T,4
2023/02/20/17:58:51.195561,0,82731,0,GNSS,42.338266006666665,71.08661753666667,33.143,0.72,671894.0535324839,4689443.221698396,225851.0,42,T,4
2023/02/20/17:58:52.174439,0,82732,0,GNSS,42.338265973333336,71.08661748666667,33.137,0.72,671894.0495041766,4689443.217895903,225852.0,42,T,4
2023/02/20/17:58:53.164314,0,82733,0,GNSS,42.33826607,71.08661754166667,33.15,0.61,671894.0537718239,4689443.2287411885,225853.0,42,T,4
2023/02/20/17:58:54.193559,0,82734,0,GNSS,42.33826607666666,71.08661756666666,33.149,0.61,671894.0558132242,4689443.22953201,225854.0,42,T,4
2023/02/20/17:58:55.227954,0,82735,0,GNSS,42.338266041666664,71.08661752833333,33.149,0.61,671894.0527505912,4689443.225568032,225855.0,42,T,4
2023/02/20/17:58:56.229423,0,82736,0,GNSS,42.33826607666666,71.08661755833333,33.153,0.61,671894.0551267036,4689443.229515163,225856.0,42,T,4
2023/02/20/17:58:57.211015,0,82737,0,GNSS,42.33826605833333,71.08661755833333,33.152,0.61,671894.0551766593,4689443.227479387,225857.0,42,T,4
2023/02/20/17:58:58.206491,0,82738,0,GNSS,42.33826607666666,71.086617565,33.154,0.61,671894.05567592,4689443.229528639,225858.0,42,T,4
2023/02/20/17:58:59.251918,0,82739,0,GNSS,42.33826605,71.08661755333334,33.15,0.61,671894.054787452,4689443.226543926,225859.0,42,T,4
2023/02/20/17:59:00.200094,0,82740,0,GNSS,42.33826606833333,71.08661756166667,33.16,0.61,671894.0554240189,4689443.228596549,225900.0,42,T,4
2023/02/20/17:59:01.193569,0,82741,0,GNSS,42.338266051666665,71.08661757166666,33.157,0.61,671894.05629326,4689443.226766057,225901.0,42,T,4
2023/02/20/17:59:02.174184,0,82742,0,GNSS,42.338266006666665,71.08661758,33.169,0.61,671894.0571024013,4689443.221785997,225902.0,42,T,4
2023/02/20/17:59:03.165567,0,82743,0,GNSS,42.338266051666665,71.08661755833333,33.152,0.61,671894.0551948249,4689443.226739104,225903.0,42,T,4
2023/02/20/17:59:04.175386,0,82744,0,GNSS,42.33826606833333,71.08661756333333,33.156,0.61,671894.0555613231,4689443.228599918,225904.0,42,T,4
2023/02/20/17:59:05.185797,0,82745,0,GNSS,42.33826604666667,71.086617555,33.157,0.61,671894.0549338411,4689443.226177154,225905.0,42,T,4
2023/02/20/17:59:06.177211,0,82746,0,GNSS,42.338266078333334,71.08661757833333,33.154,0.61,671894.0567698156,4689443.229740665,225906.0,42,T,4
2023/02/20/17:59:07.191637,0,82747,0,GNSS,42.338266088333334,71.08661755333334,33.154,0.61,671894.0546829992,4689443.23080055,225907.0,42,T,4
2023/02/20/17:59:08.233333,0,82748,0,GNSS,42.338266063333336,71.08661752833333,33.152,0.61,671894.0526915526,4689443.22797395,225908.0,42,T,4
2023/02/20/17:59:09.227331,0,82749,0,GNSS,42.33826606,71.08661753,33.158,0.61,671894.0528379396,4689443.2276071785,225909.0,42,T,4
2023/02/20/17:59:10.156321,0,82750,0,GNSS,42.33826606,71.08661752666667,33.163,0.61,671894.0525633313,4689443.22760044,225910.0,42,T,4
2023/02/20/17:59:11.187209,0,82751,0,GNSS,42.33826606666667,71.08661756166667,33.151,0.61,671894.0554285604,4689443.228411477,225911.0,42,T,4
2023/02/20/17:59:12.207173,0,82752,0,GNSS,42.33826605833333,71.08661752833333,33.156,0.61,671894.0527051769,4689443.227418739,225912.0,42,T,4
2023/02/20/17:59:13.204744,0,82753,0,GNSS,42.338266061666666,71.08661755,33.155,0.61,671894.0544810516,4689443.22783268,225913.0,42,T,4
2023/02/20/17:59:14.195017,0,82754,0,GNSS,42.338266063333336,71.08661754,33.159,0.61,671894.0536526856,4689443.227997536,225914.0,42,T,4
2023/02/20/17:59:15.184560,0,82755,0,GNSS,42.33826605666667,71.08661756,33.159,0.61,671894.0553185048,4689443.227297685,225915.0,42,T,4
2023/02/20/17:59:16.195141,0,82756,0,GNSS,42.33826605833333,71.08661754166667,33.161,0.61,671894.053803614,4689443.227445694,225916.0,42,T,4
2023/02/20/17:59:17.174535,0,82757,0,GNSS,42.33826606,71.08661753166666,33.154,0.61,671894.0529752437,4689443.227610549,225917.0,42,T,4
2023/02/20/17:59:18.175894,0,82758,0,GNSS,42.33826607333334,71.08661755666667,33.154,0.61,671894.0549984823,4689443.2291416535,225918.0,42,T,4
2023/02/20/17:59:19.173133,0,82759,0,GNSS,42.338266041666664,71.08661757833333,33.157,0.61,671894.0568697271,4689443.225669112,225919.0,42,T,4
2023/02/20/17:59:20.179893,0,82760,0,GNSS,42.33826607666666,71.08661757,33.155,0.61,671894.0560878344,4689443.229538748,225920.0,42,T,4
2023/02/20/17:59:21.194844,0,82761,0,GNSS,42.33826608,71.08661758666666,33.16,0.61,671894.057451797,4689443.229942583,225921.0,42,T,4
2023/02/20/17:59:22.162007,0,82762,0,GNSS,42.33826606833333,71.086617565,33.158,0.61,671894.0556986271,4689443.228603287,225922.0,42,T,4
2023/02/20/17:59:23.275457,0,82763,0,GNSS,42.338266061666666,71.086617565,33.151,0.61,671894.0557167928,4689443.2278630035,225923.0,42,T,4
2023/02/20/17:59:24.202677,0,82764,0,GNSS,42.338266051666665,71.08661756333333,33.156,0.61,671894.0556067373,4689443.226749212,225924.0,42,T,4
2023/02/20/17:59:25.171611,0,82765,0,GNSS,42.338266053333335,71.08661754666667,33.156,0.61,671894.0542291506,4689443.22690059,225925.0,42,T,4
2023/02/20/17:59:26.182577,0,82766,0,GNSS,42.338266053333335,71.08661757333333,33.158,0.61,671894.0564260227,4689443.226954498,225926.0,42,T,4
2023/02/20/17:59:27.193333,0,82767,0,GNSS,42.338266065,71.08661757666667,33.159,0.61,671894.0566688429,4689443.228256731,225927.0,42,T,4
2023/02/20/17:59:28.199556,0,82768,0,GNSS,42.338266055,71.08661757333333,33.157,0.61,671894.0564214813,4689443.227139569,225928.0,42,T,4
2023/02/20/17:59:29.188806,0,82769,0,GNSS,42.33826606833333,71.086617575,33.154,0.61,671894.056522456,4689443.228623502,225929.0,42,T,4
2023/02/20/17:59:30.192452,0,82770,0,GNSS,42.33826605833333,71.08661754666667,33.161,0.61,671894.0542155263,4689443.227455801,225930.0,42,T,4
2023/02/20/17:59:31.204696,0,82771,0,GNSS,42.33826609,71.08661756,33.156,0.61,671894.0552276762,4689443.230999097,225931.0,42,T,4
2023/02/20/17:59:32.181548,0,82772,0,GNSS,42.33826604833333,71.08661754,33.16,0.61,671894.0536935584,4689443.226331901,225932.0,42,T,4
2023/02/20/17:59:33.174450,0,82773,0,GNSS,42.338266043333334,71.08661753666667,33.16,0.61,671894.0534325724,4689443.225769949,225933.0,42,T,4
2023/02/20/17:59:34.178197,0,82774,0,GNSS,42.33826603666667,71.08661752666667,33.164,0.61,671894.0526269113,4689443.225009452,225934.0,42,T,4
2023/02/20/17:59:35.226982,0,82775,0,GNSS,42.33826603166667,71.086617515,33.158,0.61,671894.0516794027,4689443.224430655,225935.0,42,T,4
2023/02/20/17:59:36.227981,0,82776,0,GNSS,42.33826606833333,71.08661758166667,33.161,0.61,671894.0570716724,4689443.22863698,225936.0,42,T,4
2023/02/20/17:59:37.161567,0,82777,0,GNSS,42.33826606666667,71.086617575,33.162,0.61,671894.0565269974,4689443.228438432,225937.0,42,T,4
2023/02/20/17:59:38.183536,0,82778,0,GNSS,42.33826606666667,71.086617585,33.163,0.61,671894.057350822,4689443.228458648,225938.0,42,T,4
2023/02/20/17:59:39.195292,0,82779,0,GNSS,42.33826603833333,71.08661757333333,33.159,0.61,671894.0564668956,4689443.225288861,225939.0,42,T,4
2023/02/20/17:59:40.148693,0,82780,0,GNSS,42.33826603666667,71.08661755166666,33.16,0.61,671894.0546864772,4689443.225059992,225940.0,42,T,4
2023/02/20/17:59:41.194810,0,82781,0,GNSS,42.338266015,71.08661752666667,33.16,0.61,671894.05268595,4689443.222603533,225941.0,42,T,4
2023/02/20/17:59:42.256179,0,82782,0,GNSS,42.338266018333336,71.08661754,33.155,0.61,671894.0537753042,4689443.223000629,225942.0,42,T,4
2023/02/20/17:59:43.239720,0,82783,0,GNSS,42.33826602166667,71.08661756166667,33.153,0.61,671894.055551179,4689443.223414572,225943.0,42,T,4
2023/02/20/17:59:44.192241,0,82784,0,GNSS,42.338266043333334,71.08661757666667,33.159,0.61,671894.0567278815,4689443.225850813,225944.0,42,T,4
2023/02/20/17:59:45.186930,0,82785,0,GNSS,42.33826602333333,71.08661754166667,33.159,0.61,671894.053898984,4689443.22355921,225945.0,42,T,4
2023/02/20/17:59:46.192955,0,82786,0,GNSS,42.338266006666665,71.08661755166666,33.158,0.61,671894.054768223,4689443.22172872,225946.0,42,T,4
2023/02/20/17:59:47.252192,0,82787,0,GNSS,42.338266045,71.086617545,33.16,0.61,671894.0541145536,4689443.225971866,225947.0,42,T,4
2023/02/20/17:59:48.197914,0,82788,0,GNSS,42.33826605,71.086617565,33.157,0.61,671894.0557485828,4689443.2265675105,225948.0,42,T,4
2023/02/20/17:59:49.266402,0,82789,0,GNSS,42.338266025,71.08661753166666,33.163,0.61,671894.0530706138,4689443.223724066,225949.0,42,T,4
2023/02/20/17:59:50.180756,0,82790,0,GNSS,42.33826604833333,71.08661754833334,33.167,0.61,671894.054380079,4689443.2263487475,225950.0,42,T,4
2023/02/20/17:59:51.218943,0,82791,0,GNSS,42.338266053333335,71.08661755,33.165,0.61,671894.0545037588,4689443.226907328,225951.0,42,T,4
2023/02/20/17:59:52.161688,0,82792,0,GNSS,42.338266065,71.08661752,33.163,0.61,671894.0520004885,4689443.228142175,225952.0,42,T,4
2023/02/20/17:59:53.173145,0,82793,0,GNSS,42.33826604,71.08661753,33.163,0.61,671894.0528924367,4689443.22538633,225953.0,42,T,4
2023/02/20/17:59:54.188050,0,82794,0,GNSS,42.33826605833333,71.08661756666666,33.162,0.61,671894.0558631798,4689443.227496234,225954.0,42,T,4
2023/02/20/17:59:55.194571,0,82795,0,GNSS,42.33826604,71.08661754166667,33.162,0.61,671894.0538535697,4689443.225409916,225955.0,42,T,4
2023/02/20/17:59:56.172431,0,82796,0,GNSS,42.338266053333335,71.08661754833334,33.158,0.61,671894.0543664547,4689443.226903958,225956.0,42,T,4
2023/02/20/17:59:57.180140,0,82797,0,GNSS,42.33826606666667,71.08661753333334,33.163,0.61,671894.053094382,4689443.2283542,225957.0,42,T,4
2023/02/20/17:59:58.166032,0,82798,0,GNSS,42.33826605,71.08661754666667,33.164,0.61,671894.0542382335,4689443.2265304485,225958.0,42,T,4
2023/02/20/17:59:59.233419,0,82799,0,GNSS,42.33826603333333,71.08661753833333,33.16,0.61,671894.0535971251,4689443.224662894,225959.0,42,T,4
2023/02/20/18:00:00.218449,0,82800,0,GNSS,42.33826607,71.08661754333333,33.164,0.61,671894.0539091281,4689443.228744557,230000.0,42,T,4
2023/02/20/18:00:01.208959,0,82801,0,GNSS,42.338266045,71.08661755,33.159,0.61,671894.054526466,4689443.225981974,230001.0,42,T,4
2023/02/20/18:00:02.183301,0,82802,0,GNSS,42.338266065,71.08661756833334,33.165,0.64,671894.0559823203,4689443.228239885,230002.0,42,T,4
2023/02/20/18:00:03.200400,0,82803,0,GNSS,42.338266045,71.08661756,33.163,0.64,671894.0553502948,4689443.22600219,230003.0,42,T,4
2023/02/20/18:00:04.160668,0,82804,0,GNSS,42.33826603333333,71.08661755166666,33.163,0.64,671894.0546955601,4689443.22468985,230004.0,42,T,4
2023/02/20/18:00:05.245844,0,82805,0,GNSS,42.338266065,71.086617595,33.159,0.64,671894.0581791924,4689443.228293793,230005.0,42,T,4
2023/02/20/18:00:06.165564,0,82806,0,GNSS,42.33826608,71.08661758666666,33.16,0.64,671894.057451797,4689443.229942583,230006.0,42,T,4
2023/02/20/18:00:07.191590,0,82807,0,GNSS,42.33826605666667,71.08661757333333,33.157,0.64,671894.0564169398,4689443.227324639,230007.0,42,T,4
2023/02/20/18:00:08.143302,0,82808,0,GNSS,42.33826603666667,71.086617525,33.16,0.64,671894.0524896072,4689443.225006083,230008.0,42,T,4
2023/02/20/18:00:09.212988,0,82809,0,GNSS,42.338266045,71.08661753666667,33.164,0.61,671894.053428031,4689443.22595502,230009.0,42,T,4
2023/02/20/18:00:10.225137,0,82810,0,GNSS,42.33826603333333,71.086617545,33.163,0.61,671894.0541463436,4689443.224676372,230010.0,42,T,4
2023/02/20/18:00:11.203223,0,82811,0,GNSS,42.33826602333333,71.08661755833333,33.164,0.61,671894.0552720294,4689443.223592903,230011.0,42,T,4
2023/02/20/18:00:12.188018,0,82812,0,GNSS,42.33826603166667,71.086617535,33.156,0.61,671894.0533270583,4689443.224471087,230012.0,42,T,4
2023/02/20/18:00:13.180145,0,82813,0,GNSS,42.33826600333333,71.08661752833333,33.157,0.61,671894.0528550441,4689443.221311407,230013.0,42,T,4
2023/02/20/18:00:14.184012,0,82814,0,GNSS,42.33826606,71.08661755666667,33.16,0.61,671894.0550348137,4689443.227661088,230014.0,42,T,4
2023/02/20/18:00:15.204162,0,82815,0,GNSS,42.338266051666665,71.08661755166666,33.16,0.61,671894.0546456043,4689443.226725627,230015.0,42,T,4
2023/02/20/18:00:16.198993,0,82816,0,GNSS,42.33826605833333,71.08661755833333,33.165,0.61,671894.0551766593,4689443.227479387,230016.0,42,T,4
2023/02/20/18:00:17.185805,0,82817,0,GNSS,42.33826603833333,71.086617535,33.161,0.61,671894.0533088925,4689443.225211367,230017.0,42,T,4
2023/02/20/18:00:18.182349,0,82818,0,GNSS,42.33826603833333,71.08661754666667,33.161,0.61,671894.0542700235,4689443.225234953,230018.0,42,T,4
2023/02/20/18:00:19.208926,0,82819,0,GNSS,42.338266043333334,71.08661752833333,33.159,0.61,671894.0527460497,4689443.225753103,230019.0,42,T,4
2023/02/20/18:00:20.150260,0,82820,0,GNSS,42.338266035,71.086617555,33.159,0.61,671894.0549656311,4689443.224881658,230020.0,42,T,4
2023/02/20/18:00:21.204700,0,82821,0,GNSS,42.33826605,71.08661755666667,33.155,0.61,671894.0550620623,4689443.226550664,230021.0,42,T,4
2023/02/20/18:00:22.196708,0,82822,0,GNSS,42.33826607,71.08661750166667,33.166,0.61,671894.0504765126,4689443.2286603255,230022.0,42,T,4
2023/02/20/18:00:23.213263,0,82823,0,GNSS,42.33826601166667,71.08661749333334,33.161,0.61,671894.0499489423,4689443.222166006,230023.0,42,T,4
2023/02/20/18:00:24.180658,0,82824,0,GNSS,42.338266065,71.08661755333334,33.161,0.61,671894.0547465791,4689443.228209561,230024.0,42,T,4
2023/02/20/18:00:25.198017,0,82825,0,GNSS,42.338266045,71.08661751666666,33.162,0.61,671894.0517803754,4689443.225914588,230025.0,42,T,4
2023/02/20/18:00:26.177053,0,82826,0,GNSS,42.33826603833333,71.08661753166666,33.155,0.61,671894.0530342823,4689443.225204629,230026.0,42,T,4
2023/02/20/18:00:27.189399,0,82827,0,GNSS,42.338266055,71.086617525,33.155,0.61,671894.0524396516,4689443.227041859,230027.0,42,T,4
2023/02/20/18:00:28.208665,0,82828,0,GNSS,42.33826606666667,71.08661752666667,33.155,0.61,671894.0525451656,4689443.228340723,230028.0,42,T,4
2023/02/20/18:00:29.235491,0,82829,0,GNSS,42.338266065,71.08661754833334,33.162,0.61,671894.0543346647,4689443.228199453,230029.0,42,T,4
2023/02/20/18:00:30.238934,0,82830,0,GNSS,42.33826605,71.08661757166666,33.16,0.61,671894.0562978014,4689443.226580988,230030.0,42,T,4
2023/02/20/18:00:31.192275,0,82831,0,GNSS,42.33826608166667,71.08661756666666,33.163,0.61,671894.0557995999,4689443.230087222,230031.0,42,T,4
2023/02/20/18:00:32.208866,0,82832,0,GNSS,42.338266055,71.08661759,33.162,0.61,671894.0577945287,4689443.227173262,230032.0,42,T,4
2023/02/20/18:00:33.194962,0,82833,0,GNSS,42.338266035,71.08661754666667,33.159,0.61,671894.0542791063,4689443.224864812,230033.0,42,T,4
2023/02/20/18:00:34.165312,0,82834,0,GNSS,42.33826603,71.08661752666667,33.162,0.61,671894.0526450771,4689443.224269168,230034.0,42,T,4
2023/02/20/18:00:35.210643,0,82835,0,GNSS,42.33826604666667,71.08661752833333,33.156,0.61,671894.0527369669,4689443.226123245,230035.0,42,T,4
2023/02/20/18:00:36.196948,0,82836,0,GNSS,42.33826604833333,71.08661752666667,33.156,0.61,671894.0525951213,4689443.2263049465,230036.0,42,T,4
2023/02/20/18:00:37.186708,0,82837,0,GNSS,42.33826602166667,71.08661756,33.163,0.63,671894.0554138748,4689443.223411202,230037.0,42,T,4
2023/02/20/18:00:38.179616,0,82838,0,GNSS,42.338266005,71.08661754,33.164,0.63,671894.0538116356,4689443.221520065,230038.0,42,T,4
2023/02/20/18:00:39.208710,0,82839,0,GNSS,42.33826603666667,71.08661755833333,33.17,0.77,671894.0552356979,4689443.225073469,230039.0,42,T,4
2023/02/20/18:00:40.172566,0,82840,0,GNSS,42.33826603,71.086617505,33.162,0.77,671894.0508601195,4689443.224225367,230040.0,42,T,4
2023/02/20/18:00:41.191376,0,82841,0,GNSS,42.338266026666666,71.086617535,33.158,0.61,671894.0533406826,4689443.223915873,230041.0,42,T,4
2023/02/20/18:00:42.173740,0,82842,0,GNSS,42.338266026666666,71.08661755333334,33.155,0.61,671894.0548510321,4689443.223952935,230042.0,42,T,4
2023/02/20/18:00:43.175441,0,82843,0,GNSS,42.338266053333335,71.08661757666667,33.157,0.61,671894.056700633,4689443.226961237,230043.0,42,T,4
2023/02/20/18:00:44.194113,0,82844,0,GNSS,42.338266008333335,71.08661754166667,33.159,0.61,671894.0539398568,4689443.221893574,230044.0,42,T,4
2023/02/20/18:00:45.175601,0,82845,0,GNSS,42.338265996666664,71.08661754333333,33.158,0.61,671894.054108951,4689443.220601449,230045.0,42,T,4
2023/02/20/18:00:46.164436,0,82846,0,GNSS,42.33826594833333,71.086617515,33.19,0.79,671894.0519064742,4689443.215177122,230046.0,42,T,4
2023/02/20/18:00:47.210073,0,82847,0,GNSS,42.338265985,71.08661757833333,33.17,0.68,671894.0570241357,4689443.21937671,230047.0,42,T,4
2023/02/20/18:00:48.195839,0,82848,0,GNSS,42.33826595,71.08661756166667,33.173,0.68,671894.0557464604,4689443.215456533,230048.0,42,T,4
2023/02/20/18:00:49.224459,0,82849,0,GNSS,42.33826597666667,71.08661753666667,33.166,0.61,671894.0536142295,4689443.218367125,230049.0,42,T,4
2023/02/20/18:00:50.192892,0,82850,0,GNSS,42.338265973333336,71.086617495,33.159,0.61,671894.0501906992,4689443.217912748,230050.0,42,T,4
2023/02/20/18:00:51.202609,0,82851,0,GNSS,42.338266005,71.0866175,33.162,0.6,671894.0505163244,4689443.221439201,230051.0,42,T,4
2023/02/20/18:00:52.145741,0,82852,0,GNSS,42.338265973333336,71.08661751166666,33.161,0.6,671894.0515637444,4689443.217946443,230052.0,42,T,4
2023/02/20/18:00:53.204609,0,82853,0,GNSS,42.338266015,71.08661750166667,33.162,0.59,671894.0506263799,4689443.222552994,230053.0,42,T,4
2023/02/20/18:00:54.210077,0,82854,0,GNSS,42.338266006666665,71.08661753666667,33.161,0.59,671894.0535324839,4689443.221698396,230054.0,42,T,4
2023/02/20/18:00:55.170002,0,82855,0,GNSS,42.338266008333335,71.08661748833333,33.158,0.59,671894.0495461107,4689443.221785756,230055.0,42,T,4
2023/02/20/18:00:56.200789,0,82856,0,GNSS,42.338266005,71.08661754,33.161,0.59,671894.0538116356,4689443.221520065,230056.0,42,T,4
2023/02/20/18:00:57.179415,0,82857,0,GNSS,42.33826597833333,71.08661752333333,33.159,0.59,671894.0525112511,4689443.218525239,230057.0,42,T,4
2023/02/20/18:00:58.178757,0,82858,0,GNSS,42.338266006666665,71.08661746833333,33.167,0.59,671894.0479029964,4689443.221560254,230058.0,42,T,4
2023/02/20/18:00:59.199777,0,82859,0,GNSS,42.33826601166667,71.08661750166667,33.151,0.59,671894.0506354627,4689443.222182853,230059.0,42,T,4
2023/02/20/18:01:00.187086,0,82860,0,GNSS,42.33826599166667,71.08661753666667,33.16,0.59,671894.0535733567,4689443.220032761,230100.0,42,T,4
2023/02/20/18:01:01.187491,0,82861,0,GNSS,42.338266006666665,71.086617505,33.158,0.59,671894.0509236995,4689443.221634379,230101.0,42,T,4
2023/02/20/18:01:02.184569,0,82862,0,GNSS,42.338265985,71.08661751,33.156,0.59,671894.0513946504,4689443.21923857,230102.0,42,T,4
2023/02/20/18:01:03.341243,0,82863,0,GNSS,42.33826601333333,71.08661753666667,33.158,0.59,671894.0535143181,4689443.222438678,230103.0,42,T,4
2023/02/20/18:01:04.178820,0,82864,0,GNSS,42.338265981666666,71.08661754333333,33.158,0.59,671894.0541498238,4689443.218935814,230104.0,42,T,4
2023/02/20/18:01:05.222581,0,82865,0,GNSS,42.33826597666667,71.08661753166666,33.158,0.59,671894.0532023151,4689443.218357017,230105.0,42,T,4
2023/02/20/18:01:06.189108,0,82866,0,GNSS,42.33826596666667,71.08661748166666,33.154,0.59,671894.0491104278,4689443.217145513,230106.0,42,T,4
2023/02/20/18:01:07.203356,0,82867,0,GNSS,42.33826601,71.08661751,33.161,0.59,671894.0513265289,4689443.222014627,230107.0,42,T,4
2023/02/20/18:01:08.232059,0,82868,0,GNSS,42.33826602833334,71.08661751666666,33.154,0.59,671894.0518257896,4689443.224063882,230108.0,42,T,4
2023/02/20/18:01:09.182600,0,82869,0,GNSS,42.338265996666664,71.08661752333333,33.159,0.59,671894.0524612954,4689443.220561017,230109.0,42,T,4
2023/02/20/18:01:10.173983,0,82870,0,GNSS,42.33826601333333,71.08661752666667,33.159,0.59,671894.0526904914,4689443.222418461,230110.0,42,T,4
2023/02/20/18:01:11.392818,0,82871,0,GNSS,42.338265985,71.08661748666667,33.154,0.59,671894.0494723865,4689443.219191399,230111.0,42,T,4
2023/02/20/18:01:12.188995,0,82872,0,GNSS,42.338266026666666,71.08661752166667,33.155,0.59,671894.0522422455,4689443.223888919,230112.0,42,T,4
2023/02/20/18:01:13.170186,0,82873,0,GNSS,42.33826602166667,71.08661752666667,33.159,0.59,671894.0526677843,4689443.223343817,230113.0,42,T,4
