rosbagTimeStamp,Header,seq,stamp,secs,nsecs,frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675201431283301755,,0,,78231,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.200000762939453,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201432286025366,,0,,78232,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.299999237060547,1.100000023841858,328283.75,4689514.0,'',19,"""T"""
1675201433286193715,,0,,78233,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.299999237060547,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201434286744869,,0,,78234,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.399999618530273,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201435279895839,,0,,78235,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.399999618530273,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201436284769342,,0,,78236,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.5,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201437285331286,,0,,78237,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.5,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201438287233741,,0,,78238,0,"""GPS1_frame""",42.33894348144531,-71.08448028564453,17.5,0.8999999761581421,328283.75,4689514.0,'',19,"""T"""
1675201439285848103,,0,,78239,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.5,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201440286020631,,0,,78240,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.5,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201441278225414,,0,,78241,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.600000381469727,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201442286242053,,0,,78242,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.600000381469727,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201443283832113,,0,,78243,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.600000381469727,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201444284051916,,0,,78244,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.700000762939453,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201445302454261,,0,,78245,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.700000762939453,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201446283798897,,0,,78246,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.799999237060547,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201447284595562,,0,,78247,0,"""GPS1_frame""",42.33893966674805,-71.08448028564453,17.799999237060547,0.8999999761581421,328283.75,4689513.5,'',19,"""T"""
1675201448302413020,,0,,78248,0,"""GPS1_frame""",42.33893585205078,-71.08448028564453,18.399999618530273,0.8999999761581421,328283.875,4689513.5,'',19,"""T"""
1675201449283129479,,0,,78249,0,"""GPS1_frame""",42.338932037353516,-71.08448028564453,18.799999237060547,0.8999999761581421,328283.84375,4689513.0,'',19,"""T"""
1675201450283582464,,0,,78250,0,"""GPS1_frame""",42.33892822265625,-71.08448028564453,19.299999237060547,0.8999999761581421,328283.84375,4689512.5,'',19,"""T"""
1675201451306835780,,0,,78251,0,"""GPS1_frame""",42.33892822265625,-71.08448028564453,19.399999618530273,0.8999999761581421,328283.84375,4689512.5,'',19,"""T"""
1675201452279206120,,0,,78252,0,"""GPS1_frame""",42.33892822265625,-71.08448028564453,19.5,0.8999999761581421,328283.96875,4689512.5,'',19,"""T"""
1675201453284669561,,0,,78253,0,"""GPS1_frame""",42.338924407958984,-71.08448028564453,20.100000381469727,0.8999999761581421,328283.96875,4689512.0,'',19,"""T"""
1675201454287310574,,0,,78254,0,"""GPS1_frame""",42.338924407958984,-71.08448028564453,20.100000381469727,0.8999999761581421,328283.96875,4689512.0,'',19,"""T"""
1675201455286534213,,0,,78255,0,"""GPS1_frame""",42.338924407958984,-71.08448028564453,20.200000762939453,0.8999999761581421,328283.96875,4689512.0,'',19,"""T"""
1675201456286724009,,0,,78256,0,"""GPS1_frame""",42.338924407958984,-71.08448028564453,20.299999237060547,0.8999999761581421,328283.96875,4689512.0,'',19,"""T"""
1675201457285357188,,0,,78257,0,"""GPS1_frame""",42.338924407958984,-71.08448028564453,20.399999618530273,0.8999999761581421,328284.09375,4689512.0,'',19,"""T"""
1675201458284727361,,0,,78258,0,"""GPS1_frame""",42.33892059326172,-71.08448028564453,20.5,0.8999999761581421,328284.09375,4689511.5,'',19,"""T"""
1675201459287135364,,0,,78259,0,"""GPS1_frame""",42.33892059326172,-71.08448028564453,20.600000381469727,0.8999999761581421,328284.09375,4689511.5,'',19,"""T"""
1675201460285990226,,0,,78260,0,"""GPS1_frame""",42.33892059326172,-71.08448028564453,20.700000762939453,0.8999999761581421,328284.09375,4689511.5,'',19,"""T"""
1675201461283878986,,0,,78261,0,"""GPS1_frame""",42.33892059326172,-71.08448028564453,20.799999237060547,0.8999999761581421,328284.09375,4689511.5,'',19,"""T"""
1675201462285380611,,0,,78262,0,"""GPS1_frame""",42.33892059326172,-71.08447265625,20.899999618530273,0.8999999761581421,328284.25,4689511.5,'',19,"""T"""
1675201463286378879,,0,,78263,0,"""GPS1_frame""",42.33892059326172,-71.08447265625,21.0,0.8999999761581421,328284.25,4689511.5,'',19,"""T"""
