time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.imu.header.seq,.imu.header.stamp.secs,.imu.header.stamp.nsecs,.imu.header.frame_id,.imu.orientation.x,.imu.orientation.y,.imu.orientation.z,.imu.orientation.w,.imu.orientation_covariance,.imu.angular_velocity.x,.imu.angular_velocity.y,.imu.angular_velocity.z,.imu.angular_velocity_covariance,.imu.linear_acceleration.x,.imu.linear_acceleration.y,.imu.linear_acceleration.z,.imu.linear_acceleration_covariance,.mag_field.header.seq,.mag_field.header.stamp.secs,.mag_field.header.stamp.nsecs,.mag_field.header.frame_id,.mag_field.magnetic_field.x,.mag_field.magnetic_field.y,.mag_field.magnetic_field.z,.mag_field.magnetic_field_covariance,.raw_imu_string
2023/03/02/14:12:47.901425,2872,1677784367,898198604,imu1_frame,0,0,0,,-0.062123123853299815,0.556660730730115,0.8270735770157032,0.0471046340413692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.196134,1.72206,0.203463,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.88,8.573,-5.029,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5376,0.2179,0.1285,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:47.927781,2873,1677784367,923909664,imu1_frame,0,0,0,,-0.05427033447073212,0.5588544865352615,0.8246974723523873,0.06790046223279866,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.148842,1.713171,0.287783,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.268,8.976,-4.364,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5454,0.2157,0.1092,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:47.952734,2874,1677784367,948912620,imu1_frame,0,0,0,,-0.046519835997015646,0.5605237389547122,0.8221376536335658,0.0879700028699297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.228374,1.598255,0.227159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.507,8.882,-3.815,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5532,0.2099,0.0805,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:47.978353,2875,1677784367,974545240,imu1_frame,0,0,0,,-0.039315188670875446,0.5612549387656721,0.8198123711595956,0.1065593062317711,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.386194,1.626977,0.265808,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.101,8.255,-5.022,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5498,0.2075,0.0458,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.003930,2876,1677784367,999737501,imu1_frame,0,0,0,,-0.031252526918924925,0.5600340563523275,0.8180562763478865,0.12715763451153772,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.594784,1.760219,0.299551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.444,8.585,-3.846,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5543,0.2017,0.0227,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.027716,2877,1677784368,24056673,imu1_frame,0,0,0,,-0.0233839803142614,0.5579444761389476,0.8164758624304265,0.14669123040996135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.62759,1.629389,0.364864,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.506,7.692,-4.059,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5533,0.191,-0.0134,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.052807,2878,1677784368,48810482,imu1_frame,0,0,0,,-0.014247666445304702,0.5554477886257271,0.8146241073727094,0.16631993806777592,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.641702,1.74743,0.489937,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.631,7.959,-4.468,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5545,0.1792,-0.0442,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.078726,2879,1677784368,74655532,imu1_frame,0,0,0,,-0.003732658783466486,0.5539834957904676,0.8111911108086199,0.1872360419237071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.549721,1.82794,0.571232,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.842,8.137,-4.184,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5535,0.1709,-0.079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.104335,2880,1677784368,100002527,imu1_frame,0,0,0,,0.007665126499824967,0.5530719890067909,0.8068670907182851,0.20740809706379365,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.496372,1.72563,0.607011,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.124,8.289,-3.916,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5492,0.1555,-0.1001,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.127636,2881,1677784368,123897075,imu1_frame,0,0,0,,0.02008314462618166,0.5521230751009614,0.8021052296698189,0.2266803427280572,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.468445,1.669606,0.802267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.954,7.45,-3.588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5459,0.146,-0.132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.153844,2882,1677784368,149747133,imu1_frame,0,0,0,,0.035965873097079853,0.5515115843288786,0.7971316581643182,0.24315128598389044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.300607,1.463009,1.043543,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.941,8.876,-4.231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,0.1199,-0.1597,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.178200,2883,1677784368,173970460,imu1_frame,0,0,0,,0.05161348795201488,0.5501961214639728,0.791848173432741,0.25999374226827077,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.430346,1.649381,0.879253,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.014,9.893,-4.048,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5365,0.1045,-0.186,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.204094,2884,1677784368,199757575,imu1_frame,0,0,0,,0.06432460004509026,0.5484048973491061,0.7863761846848535,0.2769962284094296,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.345966,1.436347,0.714886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.185,9.377,-3.33,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5277,0.0878,-0.2108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.227513,2885,1677784368,223819017,imu1_frame,0,0,0,,0.07487033594146966,0.5463912899756482,0.7818349117230597,0.29083528301386335,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.374428,1.219848,0.609252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.01,8.822,-4.3,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5178,0.0758,-0.2329,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.254013,2886,1677784368,250146627,imu1_frame,0,0,0,,0.08563955516243184,0.5442068920085689,0.7775501312367269,0.3031839684015355,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.249612,1.133103,0.740507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.466,7.816,-4.171,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5113,0.0615,-0.2457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.279593,2887,1677784368,274341821,imu1_frame,0,0,0,,0.10048849620882996,0.5437577918997628,0.7716939825635516,0.31419408516582076,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.094201,1.148236,1.074612,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.271,7.915,-4.453,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.506,0.0472,-0.2627,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.299493,2888,1677784368,297976016,imu1_frame,0,0,0,,0.11861217342248377,0.5444050509563982,0.7643757055255399,0.32447507394480923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.181645,1.122849,1.144767,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.449,8.969,-4.141,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4928,0.0305,-0.2845,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.327453,2889,1677784368,323601484,imu1_frame,0,0,0,,0.13496941399080076,0.5431068977806435,0.758501365444963,0.3339069233906239,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.020021,1.054121,0.996951,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.236,8.6,-4.359,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4841,0.0162,-0.2932,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.354775,2890,1677784368,350234508,imu1_frame,0,0,0,,0.14997886575787323,0.5402815270743063,0.7530469900335942,0.34427088481249923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.081139,1.194855,0.992344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.636,7.831,-4.594,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4698,-0.0042,-0.3108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.378684,2891,1677784368,374577522,imu1_frame,0,0,0,,0.16736423370906955,0.5377477145855486,0.7454291445132689,0.3565837899333213,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.135137,1.544976,1.123638,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.54,8.392,-4.824,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4577,-0.0197,-0.33,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.403618,2892,1677784368,399787187,imu1_frame,0,0,0,,0.18732912586431494,0.5362254266437319,0.7340385745028608,0.372233074249814,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.260209,1.833936,1.109625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.603,8.946,-2.838,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.441,-0.0271,-0.3504,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.428799,2893,1677784368,424867391,imu1_frame,0,0,0,,0.2064672231483384,0.5346974681894592,0.7233761548466957,0.3849634292714129,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.340428,1.308946,1.039248,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.915,9.121,-2.109,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4189,-0.0464,-0.3757,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.453706,2894,1677784368,449441194,imu1_frame,0,0,0,,0.22248104797340829,0.5323610249341536,0.7158976609492104,0.3931723050663169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.170118,1.095239,0.899569,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.59,8.986,-4.54,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4033,-0.0549,-0.3853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.479793,2895,1677784368,474504232,imu1_frame,0,0,0,,0.23634224235111778,0.5276869506379522,0.70937398512937,0.4030848246071059,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.114747,1.283875,0.865255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.033,7.821,-4.776,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3868,-0.0706,-0.3962,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.503716,2896,1677784368,499610900,imu1_frame,0,0,0,,0.25123717720556527,0.5207103774850849,0.7032097426401427,0.41380749319593607,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.07545,1.340377,1.067536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.164,7.524,-4.794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.369,-0.0768,-0.4098,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.528829,2897,1677784368,524721622,imu1_frame,0,0,0,,0.26840388487781014,0.5129932621398433,0.6954081262156829,0.42568157767845055,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.006435,1.593081,1.182649,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.609,7.773,-4.638,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3456,-0.0914,-0.4283,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.554222,2898,1677784368,549744606,imu1_frame,0,0,0,,0.2865031094048363,0.5043486944874609,0.6864778930667964,0.43851620836717864,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.017565,1.630901,1.160699,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.328,8.835,-4.188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3235,-0.1095,-0.4415,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.578345,2899,1677784368,574670791,imu1_frame,0,0,0,,0.3025171519850781,0.4951184264099593,0.6782529820157785,0.4509035473034861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.156734,1.543837,0.994931,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.506,9.591,-4.666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2991,-0.1217,-0.4559,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.603304,2900,1677784368,599413156,imu1_frame,0,0,0,,0.31553605539242136,0.48415569589143886,0.6703713853710429,0.465437928792848,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.303883,1.721513,0.945853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.765,9.233,-3.7,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2701,-0.1328,-0.4728,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.628557,2901,1677784368,624567508,imu1_frame,0,0,0,,0.3283525913489888,0.4726684632889182,0.6619965659190914,0.48013502921347756,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.233294,1.560403,0.940431,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.735,9.737,-2.672,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2457,-0.1462,-0.4792,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.653631,2902,1677784368,649885654,imu1_frame,0,0,0,,0.33994383335926237,0.4615136528136923,0.6546265109927144,0.4928564390703225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.345325,1.465004,0.891669,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.986,10.619,-4.498,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2224,-0.1573,-0.4856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.678844,2903,1677784368,674709796,imu1_frame,0,0,0,,0.34854830819997895,0.4491689767844725,0.647644143176321,0.5072655822690239,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.512901,1.559447,0.786004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.548,9.77,-4.595,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1968,-0.1684,-0.4919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.703433,2904,1677784368,699342012,imu1_frame,0,0,0,,0.35771440844399677,0.4352806009029033,0.6395897449275408,0.5229686019759623,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.416889,1.60659,0.973437,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.358,9.91,-2.777,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1713,-0.1841,-0.4982,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.729904,2905,1677784368,724852800,imu1_frame,0,0,0,,0.36832608219238444,0.4232634575596727,0.6304612244456348,0.5363791449543421,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.165806,1.540306,0.874431,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.968,11.309,-3.197,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1468,-0.1928,-0.506,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.753295,2906,1677784368,749410390,imu1_frame,0,0,0,,0.37680324550875827,0.4131148749751459,0.6207863467809785,0.5495268199994094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.144783,1.410371,0.695079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.96,10.467,-2.847,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1188,-0.1921,-0.5096,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.778638,2907,1677784368,774854660,imu1_frame,0,0,0,,0.3846115744486217,0.40396041593871695,0.6116932736003373,0.5610002301130317,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.079928,1.308723,0.692108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.724,10.082,-3.645,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0966,-0.2043,-0.5107,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.803427,2908,1677784368,799419164,imu1_frame,0,0,0,,0.39223674902884764,0.39564326354858176,0.602036626117568,0.571986574608954,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021197,1.366005,0.591266,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.655,10.343,-4.078,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0732,-0.2095,-0.5092,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.828815,2909,1677784368,824699163,imu1_frame,0,0,0,,0.3988176959731502,0.38825650104205756,0.5914904903516928,0.5833869510031583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.011813,1.339832,0.507648,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.638,9.856,-3.261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0486,-0.2111,-0.509,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.853980,2910,1677784368,849812746,imu1_frame,0,0,0,,0.4043817251720192,0.3816909581882161,0.5817248856503497,0.5936190615195497,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.028796,1.176191,0.431307,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.737,9.029,-3.072,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0363,-0.2172,-0.5108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.878569,2911,1677784368,874649047,imu1_frame,0,0,0,,0.41005461428755224,0.37576134921417864,0.5727916491411166,0.6021364865314401,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.054505,1.106559,0.461168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.976,8.878,-4.124,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.014,-0.2188,-0.5135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.903295,2912,1677784368,899439334,imu1_frame,0,0,0,,0.41534124957778573,0.3694460693680466,0.5631747433230669,0.6114208507326702,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.043674,1.189371,0.416142,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.887,8.602,-3.486,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.004,-0.2143,-0.5097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:12:48.928483,2913,1677784368,924492120,imu1_frame,0,0,0,,0.4203081564380491,0.3627622082933114,0.5539536043746467,0.6203870066870729,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.022319,1.093098,0.476599,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.942,7.796,-2.885,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0229,-0.2229,-0.5071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
